,Unnamed: 0,sample,state,reads_raw,reads_passed,clust_total,clust_hidepth,hetero_est,error_est,reads_consens,loci_assembly,clust_threshold
0,0,Ahah_R0089a_GTGA,7,899185,899185,214640,153580,0.059397,0.036205,150048,50294,../epi2brad/clust_82_outfiles/clust_82_stats.txt
1,1,Ahah_R0089b_TCAG,7,647552,647552,170343,105383,0.059397,0.036205,102802,46153,../epi2brad/clust_82_outfiles/clust_82_stats.txt
2,2,Ahah_R0090_GCTT,7,573267,573267,158598,92228,0.061934,0.035433,89886,44688,../epi2brad/clust_82_outfiles/clust_82_stats.txt
3,3,Eant_T6857_ACCA,7,580913,580913,165259,108809,0.056871,0.036027,106614,69853,../epi2brad/clust_82_outfiles/clust_82_stats.txt
4,4,Eant_T6859a_AGTG,7,668442,668442,204848,133242,0.062338,0.036807,130727,74510,../epi2brad/clust_82_outfiles/clust_82_stats.txt
5,5,Eant_T6859b_CATC,7,776853,776853,212846,157802,0.060453,0.035962,154945,81897,../epi2brad/clust_82_outfiles/clust_82_stats.txt
6,6,Ebou_R0153_CTAC,7,544642,544642,132760,95756,0.053282,0.036686,93919,42699,../epi2brad/clust_82_outfiles/clust_82_stats.txt
7,7,Ebou_R0156_TGTC,7,554437,554437,140205,100309,0.053282,0.036686,98366,44848,../epi2brad/clust_82_outfiles/clust_82_stats.txt
8,8,Etri_T6836_GTGT,7,619235,619235,169789,120455,0.056871,0.036027,118153,65139,../epi2brad/clust_82_outfiles/clust_82_stats.txt
9,9,Etri_T6842_AGAC,7,506343,506343,141211,97161,0.061497,0.036669,95331,54567,../epi2brad/clust_82_outfiles/clust_82_stats.txt
10,10,Snub_R0158_TCAC,7,504202,504202,144746,96159,0.063609,0.033927,94214,23402,../epi2brad/clust_82_outfiles/clust_82_stats.txt
11,11,Snub_R0159_GACT,7,583024,583024,169856,112836,0.056636,0.034912,110638,27042,../epi2brad/clust_82_outfiles/clust_82_stats.txt
0,0,Ahah_R0089a_GTGA,7,899185,899185,214658,153596,0.059397,0.036205,150070,50314,../epi2brad/clust_83_outfiles/clust_83_stats.txt
1,1,Ahah_R0089b_TCAG,7,647552,647552,170356,105388,0.059397,0.036205,102811,46216,../epi2brad/clust_83_outfiles/clust_83_stats.txt
2,2,Ahah_R0090_GCTT,7,573267,573267,158605,92233,0.061934,0.035433,89890,44798,../epi2brad/clust_83_outfiles/clust_83_stats.txt
3,3,Eant_T6857_ACCA,7,580913,580913,165262,108814,0.056871,0.036027,106619,69905,../epi2brad/clust_83_outfiles/clust_83_stats.txt
4,4,Eant_T6859a_AGTG,7,668442,668442,204856,133237,0.062338,0.036807,130722,74364,../epi2brad/clust_83_outfiles/clust_83_stats.txt
5,5,Eant_T6859b_CATC,7,776853,776853,212857,157811,0.060453,0.035962,154955,81856,../epi2brad/clust_83_outfiles/clust_83_stats.txt
6,6,Ebou_R0153_CTAC,7,544642,544642,132771,95761,0.053282,0.036686,93923,42671,../epi2brad/clust_83_outfiles/clust_83_stats.txt
7,7,Ebou_R0156_TGTC,7,554437,554437,140208,100311,0.061934,0.035433,98367,44699,../epi2brad/clust_83_outfiles/clust_83_stats.txt
8,8,Etri_T6836_GTGT,7,619235,619235,169799,120458,0.056871,0.036027,118157,65210,../epi2brad/clust_83_outfiles/clust_83_stats.txt
9,9,Etri_T6842_AGAC,7,506343,506343,141217,97167,0.061497,0.036669,95339,54611,../epi2brad/clust_83_outfiles/clust_83_stats.txt
10,10,Snub_R0158_TCAC,7,504202,504202,144748,96159,0.063609,0.033927,94215,23298,../epi2brad/clust_83_outfiles/clust_83_stats.txt
11,11,Snub_R0159_GACT,7,583024,583024,169862,112839,0.056636,0.034912,110642,26929,../epi2brad/clust_83_outfiles/clust_83_stats.txt
0,0,Ahah_R0089a_GTGA,7,899185,899185,224005,160194,0.058078,0.034944,157516,52030,../epi2brad/clust_84_outfiles/clust_84_stats.txt
1,1,Ahah_R0089b_TCAG,7,647552,647552,177632,109611,0.064478,0.03326,107635,47985,../epi2brad/clust_84_outfiles/clust_84_stats.txt
2,2,Ahah_R0090_GCTT,7,573267,573267,165168,95691,0.056408,0.03352,93905,46609,../epi2brad/clust_84_outfiles/clust_84_stats.txt
3,3,Eant_T6857_ACCA,7,580913,580913,171064,112469,0.056408,0.03352,110937,72149,../epi2brad/clust_84_outfiles/clust_84_stats.txt
4,4,Eant_T6859a_AGTG,7,668442,668442,211918,137311,0.058078,0.034944,135420,76797,../epi2brad/clust_84_outfiles/clust_84_stats.txt
5,5,Eant_T6859b_CATC,7,776853,776853,220395,163290,0.055222,0.034246,161143,84290,../epi2brad/clust_84_outfiles/clust_84_stats.txt
6,6,Ebou_R0153_CTAC,7,544642,544642,137712,99232,0.062066,0.035364,97944,43510,../epi2brad/clust_84_outfiles/clust_84_stats.txt
7,7,Ebou_R0156_TGTC,7,554437,554437,145247,103858,0.053547,0.034913,102419,45657,../epi2brad/clust_84_outfiles/clust_84_stats.txt
8,8,Etri_T6836_GTGT,7,619235,619235,175859,124579,0.053274,0.033962,122847,67002,../epi2brad/clust_84_outfiles/clust_84_stats.txt
9,9,Etri_T6842_AGAC,7,506343,506343,146343,100531,0.064478,0.03326,99165,56175,../epi2brad/clust_84_outfiles/clust_84_stats.txt
10,10,Snub_R0158_TCAC,7,504202,504202,149765,99482,0.054046,0.033901,98019,23070,../epi2brad/clust_84_outfiles/clust_84_stats.txt
11,11,Snub_R0159_GACT,7,583024,583024,175564,116724,0.051664,0.033068,115038,26715,../epi2brad/clust_84_outfiles/clust_84_stats.txt
0,0,Ahah_R0089a_GTGA,7,899185,899185,224117,160278,0.058078,0.034944,157603,52120,../epi2brad/clust_85_outfiles/clust_85_stats.txt
1,1,Ahah_R0089b_TCAG,7,647552,647552,177742,109655,0.058078,0.034944,107694,48076,../epi2brad/clust_85_outfiles/clust_85_stats.txt
2,2,Ahah_R0090_GCTT,7,573267,573267,165230,95702,0.054142,0.033505,93932,46658,../epi2brad/clust_85_outfiles/clust_85_stats.txt
3,3,Eant_T6857_ACCA,7,580913,580913,171138,112510,0.053547,0.034913,110986,72278,../epi2brad/clust_85_outfiles/clust_85_stats.txt
4,4,Eant_T6859a_AGTG,7,668442,668442,211981,137339,0.056408,0.03352,135448,77054,../epi2brad/clust_85_outfiles/clust_85_stats.txt
5,5,Eant_T6859b_CATC,7,776853,776853,220467,163335,0.060537,0.034166,161198,84402,../epi2brad/clust_85_outfiles/clust_85_stats.txt
6,6,Ebou_R0153_CTAC,7,544642,544642,137754,99261,0.062066,0.035364,97974,43474,../epi2brad/clust_85_outfiles/clust_85_stats.txt
7,7,Ebou_R0156_TGTC,7,554437,554437,145284,103897,0.053547,0.034913,102471,45733,../epi2brad/clust_85_outfiles/clust_85_stats.txt
8,8,Etri_T6836_GTGT,7,619235,619235,175907,124609,0.053274,0.033962,122883,66926,../epi2brad/clust_85_outfiles/clust_85_stats.txt
9,9,Etri_T6842_AGAC,7,506343,506343,146391,100562,0.058078,0.034944,99199,56163,../epi2brad/clust_85_outfiles/clust_85_stats.txt
10,10,Snub_R0158_TCAC,7,504202,504202,149813,99500,0.054046,0.033901,98046,23108,../epi2brad/clust_85_outfiles/clust_85_stats.txt
11,11,Snub_R0159_GACT,7,583024,583024,175609,116749,0.051664,0.033068,115072,26723,../epi2brad/clust_85_outfiles/clust_85_stats.txt
0,0,Ahah_R0089a_GTGA,7,899185,899185,224145,160297,0.058078,0.034944,157622,51856,../epi2brad/clust_86_outfiles/clust_86_stats.txt
1,1,Ahah_R0089b_TCAG,7,647552,647552,177761,109658,0.058078,0.034944,107703,47847,../epi2brad/clust_86_outfiles/clust_86_stats.txt
2,2,Ahah_R0090_GCTT,7,573267,573267,165243,95702,0.054142,0.033505,93935,46447,../epi2brad/clust_86_outfiles/clust_86_stats.txt
3,3,Eant_T6857_ACCA,7,580913,580913,171156,112518,0.056408,0.03352,110997,72260,../epi2brad/clust_86_outfiles/clust_86_stats.txt
4,4,Eant_T6859a_AGTG,7,668442,668442,211990,137346,0.056408,0.03352,135461,76700,../epi2brad/clust_86_outfiles/clust_86_stats.txt
5,5,Eant_T6859b_CATC,7,776853,776853,220480,163342,0.060537,0.034166,161206,84202,../epi2brad/clust_86_outfiles/clust_86_stats.txt
6,6,Ebou_R0153_CTAC,7,544642,544642,137763,99265,0.062066,0.035364,97977,43512,../epi2brad/clust_86_outfiles/clust_86_stats.txt
7,7,Ebou_R0156_TGTC,7,554437,554437,145288,103898,0.053547,0.034913,102476,45523,../epi2brad/clust_86_outfiles/clust_86_stats.txt
8,8,Etri_T6836_GTGT,7,619235,619235,175914,124612,0.053274,0.033962,122888,66903,../epi2brad/clust_86_outfiles/clust_86_stats.txt
9,9,Etri_T6842_AGAC,7,506343,506343,146397,100562,0.058078,0.034944,99199,56099,../epi2brad/clust_86_outfiles/clust_86_stats.txt
10,10,Snub_R0158_TCAC,7,504202,504202,149820,99504,0.054046,0.033901,98047,23103,../epi2brad/clust_86_outfiles/clust_86_stats.txt
11,11,Snub_R0159_GACT,7,583024,583024,175618,116754,0.051664,0.033068,115079,26604,../epi2brad/clust_86_outfiles/clust_86_stats.txt
0,0,Ahah_R0089a_GTGA,7,899185,899185,238771,170416,0.050498,0.032026,168800,54337,../epi2brad/clust_87_outfiles/clust_87_stats.txt
1,1,Ahah_R0089b_TCAG,7,647552,647552,189200,116460,0.050243,0.031917,115210,50575,../epi2brad/clust_87_outfiles/clust_87_stats.txt
2,2,Ahah_R0090_GCTT,7,573267,573267,175591,101114,0.055474,0.029911,99927,49319,../epi2brad/clust_87_outfiles/clust_87_stats.txt
3,3,Eant_T6857_ACCA,7,580913,580913,180114,118190,0.058063,0.031181,117250,75480,../epi2brad/clust_87_outfiles/clust_87_stats.txt
4,4,Eant_T6859a_AGTG,7,668442,668442,222618,143826,0.055474,0.029911,142698,80175,../epi2brad/clust_87_outfiles/clust_87_stats.txt
5,5,Eant_T6859b_CATC,7,776853,776853,231737,171426,0.04822,0.030985,170177,87989,../epi2brad/clust_87_outfiles/clust_87_stats.txt
6,6,Ebou_R0153_CTAC,7,544642,544642,145541,104841,0.045809,0.032101,104029,44637,../epi2brad/clust_87_outfiles/clust_87_stats.txt
7,7,Ebou_R0156_TGTC,7,554437,554437,153183,109417,0.045809,0.032101,108578,46793,../epi2brad/clust_87_outfiles/clust_87_stats.txt
8,8,Etri_T6836_GTGT,7,619235,619235,185225,130887,0.046769,0.0312,129854,69407,../epi2brad/clust_87_outfiles/clust_87_stats.txt
9,9,Etri_T6842_AGAC,7,506343,506343,154153,105673,0.050447,0.031345,104815,58172,../epi2brad/clust_87_outfiles/clust_87_stats.txt
10,10,Snub_R0158_TCAC,7,504202,504202,157242,104515,0.043719,0.030362,103664,22860,../epi2brad/clust_87_outfiles/clust_87_stats.txt
11,11,Snub_R0159_GACT,7,583024,583024,184105,122330,0.043169,0.030631,121388,26219,../epi2brad/clust_87_outfiles/clust_87_stats.txt
0,0,Ahah_R0089a_GTGA,7,899185,899185,238903,170506,0.050498,0.032026,168889,54307,../epi2brad/clust_88_outfiles/clust_88_stats.txt
1,1,Ahah_R0089b_TCAG,7,647552,647552,189315,116549,0.050498,0.032026,115306,50510,../epi2brad/clust_88_outfiles/clust_88_stats.txt
2,2,Ahah_R0090_GCTT,7,573267,573267,175693,101169,0.058063,0.031181,99992,49258,../epi2brad/clust_88_outfiles/clust_88_stats.txt
3,3,Eant_T6857_ACCA,7,580913,580913,180142,118197,0.058063,0.031181,117264,75450,../epi2brad/clust_88_outfiles/clust_88_stats.txt
4,4,Eant_T6859a_AGTG,7,668442,668442,222664,143851,0.055474,0.029911,142728,80127,../epi2brad/clust_88_outfiles/clust_88_stats.txt
5,5,Eant_T6859b_CATC,7,776853,776853,231780,171458,0.04822,0.030985,170213,87974,../epi2brad/clust_88_outfiles/clust_88_stats.txt
6,6,Ebou_R0153_CTAC,7,544642,544642,145582,104868,0.045809,0.032101,104063,44592,../epi2brad/clust_88_outfiles/clust_88_stats.txt
7,7,Ebou_R0156_TGTC,7,554437,554437,153222,109440,0.045809,0.032101,108605,46747,../epi2brad/clust_88_outfiles/clust_88_stats.txt
8,8,Etri_T6836_GTGT,7,619235,619235,185263,130911,0.04822,0.030985,129878,69418,../epi2brad/clust_88_outfiles/clust_88_stats.txt
9,9,Etri_T6842_AGAC,7,506343,506343,154198,105686,0.050447,0.031345,104828,58147,../epi2brad/clust_88_outfiles/clust_88_stats.txt
10,10,Snub_R0158_TCAC,7,504202,504202,157278,104540,0.043719,0.030362,103694,22648,../epi2brad/clust_88_outfiles/clust_88_stats.txt
11,11,Snub_R0159_GACT,7,583024,583024,184153,122361,0.043169,0.030631,121424,26087,../epi2brad/clust_88_outfiles/clust_88_stats.txt
0,0,Ahah_R0089a_GTGA,7,899185,899185,262983,187031,0.045729,0.026362,186318,57169,../epi2brad/clust_89_outfiles/clust_89_stats.txt
1,1,Ahah_R0089b_TCAG,7,647552,647552,208197,127292,0.040318,0.027654,126701,53699,../epi2brad/clust_89_outfiles/clust_89_stats.txt
2,2,Ahah_R0090_GCTT,7,573267,573267,192532,109988,0.053375,0.027391,109449,52582,../epi2brad/clust_89_outfiles/clust_89_stats.txt
3,3,Eant_T6857_ACCA,7,580913,580913,194813,127378,0.03992,0.027235,126982,79809,../epi2brad/clust_89_outfiles/clust_89_stats.txt
4,4,Eant_T6859a_AGTG,7,668442,668442,239512,153805,0.057139,0.026385,153340,84315,../epi2brad/clust_89_outfiles/clust_89_stats.txt
5,5,Eant_T6859b_CATC,7,776853,776853,250349,184326,0.044036,0.026574,183828,92474,../epi2brad/clust_89_outfiles/clust_89_stats.txt
6,6,Ebou_R0153_CTAC,7,544642,544642,158766,114020,0.041362,0.027732,113645,45488,../epi2brad/clust_89_outfiles/clust_89_stats.txt
7,7,Ebou_R0156_TGTC,7,554437,554437,166694,118636,0.053375,0.027391,118249,47465,../epi2brad/clust_89_outfiles/clust_89_stats.txt
8,8,Etri_T6836_GTGT,7,619235,619235,200308,140902,0.042734,0.027512,140437,72144,../epi2brad/clust_89_outfiles/clust_89_stats.txt
9,9,Etri_T6842_AGAC,7,506343,506343,167163,114069,0.053375,0.027391,113678,60514,../epi2brad/clust_89_outfiles/clust_89_stats.txt
10,10,Snub_R0158_TCAC,7,504202,504202,169079,112146,0.037697,0.027923,111816,21641,../epi2brad/clust_89_outfiles/clust_89_stats.txt
11,11,Snub_R0159_GACT,7,583024,583024,197450,130968,0.038242,0.026949,130591,24907,../epi2brad/clust_89_outfiles/clust_89_stats.txt
0,0,Ahah_R0089a_GTGA,7,899185,899185,262991,187035,0.048303,0.026498,186324,57447,../epi2brad/clust_90_outfiles/clust_90_stats.txt
1,1,Ahah_R0089b_TCAG,7,647552,647552,208205,127291,0.040318,0.027654,126703,54005,../epi2brad/clust_90_outfiles/clust_90_stats.txt
2,2,Ahah_R0090_GCTT,7,573267,573267,192537,109989,0.053375,0.027391,109451,52794,../epi2brad/clust_90_outfiles/clust_90_stats.txt
3,3,Eant_T6857_ACCA,7,580913,580913,194818,127379,0.03992,0.027235,126984,80099,../epi2brad/clust_90_outfiles/clust_90_stats.txt
4,4,Eant_T6859a_AGTG,7,668442,668442,239527,153812,0.057139,0.026385,153347,84728,../epi2brad/clust_90_outfiles/clust_90_stats.txt
5,5,Eant_T6859b_CATC,7,776853,776853,250353,184329,0.044036,0.026574,183833,92838,../epi2brad/clust_90_outfiles/clust_90_stats.txt
6,6,Ebou_R0153_CTAC,7,544642,544642,158776,114026,0.041362,0.027732,113650,45619,../epi2brad/clust_90_outfiles/clust_90_stats.txt
7,7,Ebou_R0156_TGTC,7,554437,554437,166703,118642,0.053375,0.027391,118256,47615,../epi2brad/clust_90_outfiles/clust_90_stats.txt
8,8,Etri_T6836_GTGT,7,619235,619235,200314,140906,0.042734,0.027512,140443,72389,../epi2brad/clust_90_outfiles/clust_90_stats.txt
9,9,Etri_T6842_AGAC,7,506343,506343,167171,114075,0.053375,0.027391,113685,60639,../epi2brad/clust_90_outfiles/clust_90_stats.txt
10,10,Snub_R0158_TCAC,7,504202,504202,169082,112149,0.037697,0.027923,111820,21627,../epi2brad/clust_90_outfiles/clust_90_stats.txt
11,11,Snub_R0159_GACT,7,583024,583024,197453,130969,0.036974,0.027048,130593,24911,../epi2brad/clust_90_outfiles/clust_90_stats.txt
0,0,Ahah_R0089a_GTGA,7,899185,899185,263377,187331,0.053375,0.027391,186628,57420,../epi2brad/clust_91_outfiles/clust_91_stats.txt
1,1,Ahah_R0089b_TCAG,7,647552,647552,208439,127445,0.040318,0.027654,126861,53996,../epi2brad/clust_91_outfiles/clust_91_stats.txt
2,2,Ahah_R0090_GCTT,7,573267,573267,192735,110106,0.055877,0.026345,109569,52834,../epi2brad/clust_91_outfiles/clust_91_stats.txt
3,3,Eant_T6857_ACCA,7,580913,580913,194899,127422,0.03992,0.027235,127034,80158,../epi2brad/clust_91_outfiles/clust_91_stats.txt
4,4,Eant_T6859a_AGTG,7,668442,668442,239620,153847,0.038327,0.026792,153377,84646,../epi2brad/clust_91_outfiles/clust_91_stats.txt
5,5,Eant_T6859b_CATC,7,776853,776853,250457,184397,0.044036,0.026574,183894,92773,../epi2brad/clust_91_outfiles/clust_91_stats.txt
6,6,Ebou_R0153_CTAC,7,544642,544642,158842,114067,0.050679,0.026216,113697,45577,../epi2brad/clust_91_outfiles/clust_91_stats.txt
7,7,Ebou_R0156_TGTC,7,554437,554437,166776,118703,0.053375,0.027391,118320,47723,../epi2brad/clust_91_outfiles/clust_91_stats.txt
8,8,Etri_T6836_GTGT,7,619235,619235,200434,140996,0.042734,0.027512,140547,72422,../epi2brad/clust_91_outfiles/clust_91_stats.txt
9,9,Etri_T6842_AGAC,7,506343,506343,167256,114130,0.053375,0.027391,113744,60718,../epi2brad/clust_91_outfiles/clust_91_stats.txt
10,10,Snub_R0158_TCAC,7,504202,504202,169151,112192,0.037868,0.027091,111870,21620,../epi2brad/clust_91_outfiles/clust_91_stats.txt
11,11,Snub_R0159_GACT,7,583024,583024,197540,131022,0.036974,0.027048,130645,24809,../epi2brad/clust_91_outfiles/clust_91_stats.txt
0,0,Ahah_R0089a_GTGA,7,899185,899185,305261,215682,0.034479,0.022325,215467,63757,../epi2brad/clust_92_outfiles/clust_92_stats.txt
1,1,Ahah_R0089b_TCAG,7,647552,647552,241286,145919,0.037558,0.021813,145731,60714,../epi2brad/clust_92_outfiles/clust_92_stats.txt
2,2,Ahah_R0090_GCTT,7,573267,573267,221796,125340,0.032532,0.022282,125145,59664,../epi2brad/clust_92_outfiles/clust_92_stats.txt
3,3,Eant_T6857_ACCA,7,580913,580913,220429,142831,0.032753,0.022456,142706,86945,../epi2brad/clust_92_outfiles/clust_92_stats.txt
4,4,Eant_T6859a_AGTG,7,668442,668442,268227,170106,0.032321,0.022123,169978,91149,../epi2brad/clust_92_outfiles/clust_92_stats.txt
5,5,Eant_T6859b_CATC,7,776853,776853,281621,205340,0.032714,0.022453,205200,99443,../epi2brad/clust_92_outfiles/clust_92_stats.txt
6,6,Ebou_R0153_CTAC,7,544642,544642,182387,129913,0.030303,0.022888,129791,45783,../epi2brad/clust_92_outfiles/clust_92_stats.txt
7,7,Ebou_R0156_TGTC,7,554437,554437,190369,134514,0.031934,0.022715,134383,47758,../epi2brad/clust_92_outfiles/clust_92_stats.txt
8,8,Etri_T6836_GTGT,7,619235,619235,226644,158028,0.031934,0.022715,157895,75595,../epi2brad/clust_92_outfiles/clust_92_stats.txt
9,9,Etri_T6842_AGAC,7,506343,506343,189520,127993,0.033983,0.022067,127906,63679,../epi2brad/clust_92_outfiles/clust_92_stats.txt
10,10,Snub_R0158_TCAC,7,504202,504202,189042,124537,0.031119,0.023249,124414,19535,../epi2brad/clust_92_outfiles/clust_92_stats.txt
11,11,Snub_R0159_GACT,7,583024,583024,219319,144901,0.030584,0.022044,144761,22336,../epi2brad/clust_92_outfiles/clust_92_stats.txt
0,0,Ahah_R0089a_GTGA,7,899185,899185,305441,215800,0.034479,0.022325,215653,65006,../epi2brad/clust_93_outfiles/clust_93_stats.txt
1,1,Ahah_R0089b_TCAG,7,647552,647552,241459,145991,0.031081,0.022497,145882,62006,../epi2brad/clust_93_outfiles/clust_93_stats.txt
2,2,Ahah_R0090_GCTT,7,573267,573267,221952,125423,0.032532,0.022282,125318,61016,../epi2brad/clust_93_outfiles/clust_93_stats.txt
3,3,Eant_T6857_ACCA,7,580913,580913,220513,142868,0.032753,0.022456,142782,87673,../epi2brad/clust_93_outfiles/clust_93_stats.txt
4,4,Eant_T6859a_AGTG,7,668442,668442,268332,170160,0.032321,0.022123,170089,91911,../epi2brad/clust_93_outfiles/clust_93_stats.txt
5,5,Eant_T6859b_CATC,7,776853,776853,281729,205410,0.033546,0.021873,205314,100309,../epi2brad/clust_93_outfiles/clust_93_stats.txt
6,6,Ebou_R0153_CTAC,7,544642,544642,182461,129962,0.029913,0.022687,129887,46162,../epi2brad/clust_93_outfiles/clust_93_stats.txt
7,7,Ebou_R0156_TGTC,7,554437,554437,190445,134555,0.031934,0.022715,134475,48201,../epi2brad/clust_93_outfiles/clust_93_stats.txt
8,8,Etri_T6836_GTGT,7,619235,619235,226723,158074,0.031934,0.022715,157986,76173,../epi2brad/clust_93_outfiles/clust_93_stats.txt
9,9,Etri_T6842_AGAC,7,506343,506343,189593,128044,0.033983,0.022067,127986,64216,../epi2brad/clust_93_outfiles/clust_93_stats.txt
10,10,Snub_R0158_TCAC,7,504202,504202,189137,124611,0.031119,0.023249,124546,19611,../epi2brad/clust_93_outfiles/clust_93_stats.txt
11,11,Snub_R0159_GACT,7,583024,583024,219402,144957,0.030263,0.021291,144880,22524,../epi2brad/clust_93_outfiles/clust_93_stats.txt
0,0,Ahah_R0089a_GTGA,7,899185,899185,305920,216163,0.033878,0.021978,215955,64043,../epi2brad/clust_94_outfiles/clust_94_stats.txt
1,1,Ahah_R0089b_TCAG,7,647552,647552,241871,146252,0.032532,0.022282,146063,61103,../epi2brad/clust_94_outfiles/clust_94_stats.txt
2,2,Ahah_R0090_GCTT,7,573267,573267,222217,125548,0.032532,0.022282,125367,60039,../epi2brad/clust_94_outfiles/clust_94_stats.txt
3,3,Eant_T6857_ACCA,7,580913,580913,220607,142928,0.032753,0.022456,142809,87257,../epi2brad/clust_94_outfiles/clust_94_stats.txt
4,4,Eant_T6859a_AGTG,7,668442,668442,268408,170199,0.032321,0.022123,170077,91442,../epi2brad/clust_94_outfiles/clust_94_stats.txt
5,5,Eant_T6859b_CATC,7,776853,776853,281799,205448,0.033546,0.021873,205314,99895,../epi2brad/clust_94_outfiles/clust_94_stats.txt
6,6,Ebou_R0153_CTAC,7,544642,544642,182517,130005,0.032321,0.022123,129883,45859,../epi2brad/clust_94_outfiles/clust_94_stats.txt
7,7,Ebou_R0156_TGTC,7,554437,554437,190491,134579,0.031934,0.022715,134452,47861,../epi2brad/clust_94_outfiles/clust_94_stats.txt
8,8,Etri_T6836_GTGT,7,619235,619235,226786,158111,0.031934,0.022715,157977,75754,../epi2brad/clust_94_outfiles/clust_94_stats.txt
9,9,Etri_T6842_AGAC,7,506343,506343,189651,128073,0.033983,0.022067,127993,63860,../epi2brad/clust_94_outfiles/clust_94_stats.txt
10,10,Snub_R0158_TCAC,7,504202,504202,189177,124627,0.031647,0.022533,124514,19511,../epi2brad/clust_94_outfiles/clust_94_stats.txt
11,11,Snub_R0159_GACT,7,583024,583024,219478,145018,0.030263,0.021291,144886,22408,../epi2brad/clust_94_outfiles/clust_94_stats.txt
0,0,Ahah_R0089a_GTGA,7,899185,899185,399028,267614,0.017442,0.016734,267543,78105,../epi2brad/clust_95_outfiles/clust_95_stats.txt
1,1,Ahah_R0089b_TCAG,7,647552,647552,314454,178928,0.016105,0.017461,178882,75478,../epi2brad/clust_95_outfiles/clust_95_stats.txt
2,2,Ahah_R0090_GCTT,7,573267,573267,286497,152134,0.016463,0.017154,152099,74789,../epi2brad/clust_95_outfiles/clust_95_stats.txt
